,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Marble Hill,40.87655077879964,-73.91065965862981,Arturo's,40.87441177110231,-73.91027100981574,Pizza Place
1,Marble Hill,40.87655077879964,-73.91065965862981,Bikram Yoga,40.876843690797934,-73.90620384419528,Yoga Studio
2,Marble Hill,40.87655077879964,-73.91065965862981,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner
3,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.87753134921497,-73.90558216359267,Coffee Shop
4,Marble Hill,40.87655077879964,-73.91065965862981,Dunkin',40.87713584201589,-73.90666550701411,Donut Shop
5,Marble Hill,40.87655077879964,-73.91065965862981,Blink Fitness,40.877271495944626,-73.90559491338075,Gym
6,Marble Hill,40.87655077879964,-73.91065965862981,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
7,Marble Hill,40.87655077879964,-73.91065965862981,T.J. Maxx,40.87723198343352,-73.90504239962168,Department Store
8,Marble Hill,40.87655077879964,-73.91065965862981,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
9,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.873754554218515,-73.90861305343668,Coffee Shop
10,Marble Hill,40.87655077879964,-73.91065965862981,Rite Aid,40.875466574434704,-73.90890629016033,Pharmacy
11,Marble Hill,40.87655077879964,-73.91065965862981,Vitamin Shoppe,40.87716,-73.905632,Supplement Shop
12,Marble Hill,40.87655077879964,-73.91065965862981,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
13,Marble Hill,40.87655077879964,-73.91065965862981,Five Below,40.87745060873134,-73.9051704920654,Miscellaneous Shop
14,Marble Hill,40.87655077879964,-73.91065965862981,Baskin-Robbins,40.8769755336728,-73.90675193198494,Ice Cream Shop
15,Marble Hill,40.87655077879964,-73.91065965862981,SUBWAY,40.87849271667849,-73.90538547211088,Sandwich Place
16,Marble Hill,40.87655077879964,-73.91065965862981,Boston Market,40.87743,-73.9054121,American Restaurant
17,Marble Hill,40.87655077879964,-73.91065965862981,Parrilla Latina,40.87747294351472,-73.90607346968568,Steakhouse
18,Marble Hill,40.87655077879964,-73.91065965862981,TD Bank,40.8794958,-73.9092856,Bank
19,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.873234,-73.90873,Coffee Shop
20,Marble Hill,40.87655077879964,-73.91065965862981,Broadway Plaza,40.87753906779665,-73.90539578168178,Shopping Mall
21,Marble Hill,40.87655077879964,-73.91065965862981,Target,40.873437410462145,-73.90772557370363,Big Box Store
22,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.877720351115315,-73.90537973066263,Sandwich Place
23,Marble Hill,40.87655077879964,-73.91065965862981,Terrace View Delicatessen,40.875995,-73.913151,Deli / Bodega
24,Chinatown,40.71561842231432,-73.99427936255978,Cheeky Sandwiches,40.715821,-73.99183,Sandwich Place
25,Chinatown,40.71561842231432,-73.99427936255978,Hotel 50 Bowery NYC,40.7159364,-73.9967894,Hotel
26,Chinatown,40.71561842231432,-73.99427936255978,Bar Belly,40.71513492837161,-73.99180174375184,Cocktail Bar
27,Chinatown,40.71561842231432,-73.99427936255978,Kiki's,40.714476082876864,-73.99203609673215,Greek Restaurant
28,Chinatown,40.71561842231432,-73.99427936255978,Spicy Village,40.71701,-73.99353,Chinese Restaurant
29,Chinatown,40.71561842231432,-73.99427936255978,Scarr's Pizza,40.715335008813696,-73.99164900167455,Pizza Place
30,Chinatown,40.71561842231432,-73.99427936255978,Renew Day Spa,40.715559,-73.996747,Spa
31,Chinatown,40.71561842231432,-73.99427936255978,Michaeli Bakery,40.71470398399014,-73.99184703826903,Bakery
32,Chinatown,40.71561842231432,-73.99427936255978,The Fat Radish,40.715322528335335,-73.99194951476356,English Restaurant
33,Chinatown,40.71561842231432,-73.99427936255978,Museum at Eldridge Street,40.714724,-73.993497,Museum
34,Chinatown,40.71561842231432,-73.99427936255978,Da Yu Hot Pot 大渝火锅,40.716735,-73.995752,Hotpot Restaurant
35,Chinatown,40.71561842231432,-73.99427936255978,Regina's Grocery,40.71545271972335,-73.99162066038105,Sandwich Place
36,Chinatown,40.71561842231432,-73.99427936255978,Super Taste (百味蘭州拉面) (Super Taste),40.71519757566773,-73.99351118851398,Noodle House
37,Chinatown,40.71561842231432,-73.99427936255978,The Crown,40.7159596120117,-73.99671727688867,Roof Deck
38,Chinatown,40.71561842231432,-73.99427936255978,Wah Fung Number 1 Fast Food 華豐快飯店,40.71727831655619,-73.99417731304892,Chinese Restaurant
39,Chinatown,40.71561842231432,-73.99427936255978,Little Sheep Mongolian Hot Pot,40.717638978068614,-73.99518735688363,Hotpot Restaurant
40,Chinatown,40.71561842231432,-73.99427936255978,Xi'an Famous Foods,40.715231941715004,-73.99726288220869,Chinese Restaurant
41,Chinatown,40.71561842231432,-73.99427936255978,WOON,40.71608055070792,-73.99168134841135,Salon / Barbershop
42,Chinatown,40.71561842231432,-73.99427936255978,Yaya Tea Garden,40.71617656047733,-73.99490199219241,Tea Room
43,Chinatown,40.71561842231432,-73.99427936255978,Metrograph,40.714998539086416,-73.99103539533131,Indie Movie Theater
44,Chinatown,40.71561842231432,-73.99427936255978,Forgtmenot,40.714458761321595,-73.9915463794752,New American Restaurant
45,Chinatown,40.71561842231432,-73.99427936255978,The Sill,40.716244858728366,-73.99202728744017,Garden Center
46,Chinatown,40.71561842231432,-73.99427936255978,GoGreen Organic Spa,40.717014,-73.995847,Spa
47,Chinatown,40.71561842231432,-73.99427936255978,Dimes,40.71483045349728,-73.99171854350031,American Restaurant
48,Chinatown,40.71561842231432,-73.99427936255978,Joe's Shanghai,40.71566097685305,-73.99669268189086,Shanghai Restaurant
49,Chinatown,40.71561842231432,-73.99427936255978,Sam's Fried Ice Cream,40.715814082261154,-73.99145645060749,Ice Cream Shop
50,Chinatown,40.71561842231432,-73.99427936255978,Chinatown Soup,40.71518422476716,-73.99171537302827,Historic Site
51,Chinatown,40.71561842231432,-73.99427936255978,Lan Zhou Handmade Noodle & Dumpling,40.71554266411927,-73.99674213744805,Noodle House
52,Chinatown,40.71561842231432,-73.99427936255978,Teado,40.71718422928588,-73.9948832988739,Bubble Tea Shop
53,Chinatown,40.71561842231432,-73.99427936255978,Cervo's,40.714762540056384,-73.99145547895715,Spanish Restaurant
54,Chinatown,40.71561842231432,-73.99427936255978,Grand Seoul,40.71744683908609,-73.99425648068716,Korean Restaurant
55,Chinatown,40.71561842231432,-73.99427936255978,Ling Kee,40.714713,-73.991538,Asian Restaurant
56,Chinatown,40.71561842231432,-73.99427936255978,Chop Suey Club,40.716192,-73.991359,Boutique
57,Chinatown,40.71561842231432,-73.99427936255978,Off The Bridge,40.715622403162904,-73.99423665033953,Bike Shop
58,Chinatown,40.71561842231432,-73.99427936255978,The Commissary,40.715004192130635,-73.99100963130398,American Restaurant
59,Chinatown,40.71561842231432,-73.99427936255978,New Malaysia,40.71578686130709,-73.9969050590344,Malay Restaurant
60,Chinatown,40.71561842231432,-73.99427936255978,Mian Tian Sing Hair Salon,40.716630177497784,-73.99732784630237,Salon / Barbershop
61,Chinatown,40.71561842231432,-73.99427936255978,Wayla,40.7182908437571,-73.99258397519588,Thai Restaurant
62,Chinatown,40.71561842231432,-73.99427936255978,Coming Soon,40.715737982481315,-73.99144123696131,Furniture / Home Store
63,Chinatown,40.71561842231432,-73.99427936255978,The Original Chinatown Ice Cream Factory,40.71552144597581,-73.99814520882326,Ice Cream Shop
64,Chinatown,40.71561842231432,-73.99427936255978,Dimes Deli,40.71459195873029,-73.99081729031317,Organic Grocery
65,Chinatown,40.71561842231432,-73.99427936255978,Simple,40.71814514203096,-73.99198775758143,Asian Restaurant
66,Chinatown,40.71561842231432,-73.99427936255978,oo35mm.com,40.716604729318206,-73.99789000508754,Cosmetics Shop
67,Chinatown,40.71561842231432,-73.99427936255978,La Petite Mort,40.715906,-73.991515,Boutique
68,Chinatown,40.71561842231432,-73.99427936255978,Jing Fong Restaurant 金豐大酒樓,40.7158812029412,-73.99720861552515,Dim Sum Restaurant
69,Chinatown,40.71561842231432,-73.99427936255978,Bacaro,40.714467897557796,-73.9915893664933,Italian Restaurant
70,Chinatown,40.71561842231432,-73.99427936255978,2 Bridges Music & Arts,40.713651,-73.994377,Record Shop
71,Chinatown,40.71561842231432,-73.99427936255978,99 Favor Taste 99號餐廳,40.71756,-73.99258,Hotpot Restaurant
72,Chinatown,40.71561842231432,-73.99427936255978,Great N.Y. Noodletown,40.715039001656855,-73.99694075378208,Chinese Restaurant
73,Chinatown,40.71561842231432,-73.99427936255978,Hong Kong Supermarket 香港超級市場,40.717595732385966,-73.99617253722293,Supermarket
74,Chinatown,40.71561842231432,-73.99427936255978,Apothéke,40.71446997055456,-73.99801834428807,Cocktail Bar
75,Chinatown,40.71561842231432,-73.99427936255978,Sofar HQ,40.71352253397576,-73.99628875186677,Music Venue
76,Chinatown,40.71561842231432,-73.99427936255978,l'estudio,40.71571997526929,-73.99033245121464,American Restaurant
77,Chinatown,40.71561842231432,-73.99427936255978,Rabbit House,40.71723302006985,-73.99326860904694,Sake Bar
78,Chinatown,40.71561842231432,-73.99427936255978,Phở Grand,40.71782396789147,-73.99280072371246,Vietnamese Restaurant
79,Chinatown,40.71561842231432,-73.99427936255978,Nam Son Vietnamese Restaurant,40.718214526047454,-73.99434463491643,Vietnamese Restaurant
80,Chinatown,40.71561842231432,-73.99427936255978,Shinka Ramen & Sake Bar,40.71714667084875,-73.99520581390026,Japanese Restaurant
81,Chinatown,40.71561842231432,-73.99427936255978,The Flower Shop,40.718056988544205,-73.9920596318328,American Restaurant
82,Chinatown,40.71561842231432,-73.99427936255978,Little Canal,40.714317,-73.990361,Coffee Shop
83,Chinatown,40.71561842231432,-73.99427936255978,Panda Cafe,40.71703265308132,-73.99458186646433,Bubble Tea Shop
84,Chinatown,40.71561842231432,-73.99427936255978,Zu Yuan Spa,40.715468729173686,-73.9986270534065,Spa
85,Chinatown,40.71561842231432,-73.99427936255978,Kopitiam,40.71397394589247,-73.9908676845466,Malay Restaurant
86,Chinatown,40.71561842231432,-73.99427936255978,CW Pencil Enterprise,40.71758268630868,-73.99066150188446,Paper / Office Supplies Store
87,Chinatown,40.71561842231432,-73.99427936255978,iLook,40.716163255085476,-73.99815860374045,Optical Shop
88,Chinatown,40.71561842231432,-73.99427936255978,Golden Diner,40.71245135327847,-73.99421274662018,Diner
89,Chinatown,40.71561842231432,-73.99427936255978,Joe's Shanghai 鹿嗚春,40.71469244280518,-73.9977007699437,Chinese Restaurant
90,Chinatown,40.71561842231432,-73.99427936255978,Zest Ramen,40.718144622768186,-73.99197844783383,Ramen Restaurant
91,Chinatown,40.71561842231432,-73.99427936255978,Malaysia Beef Jerky,40.71852709684469,-73.99582403497948,Snack Place
92,Chinatown,40.71561842231432,-73.99427936255978,Bureau of General Services - Queer Division,40.716110934815916,-73.99155850614528,Bookstore
93,Chinatown,40.71561842231432,-73.99427936255978,Fong On,40.714165,-73.9937,Dessert Shop
94,Chinatown,40.71561842231432,-73.99427936255978,Mr. Fong's,40.71234870755251,-73.99429476756772,Cocktail Bar
95,Chinatown,40.71561842231432,-73.99427936255978,Gohan,40.715143,-73.99168,Japanese Restaurant
96,Chinatown,40.71561842231432,-73.99427936255978,Factory Tamal,40.71587612490716,-73.99046733643608,Mexican Restaurant
97,Chinatown,40.71561842231432,-73.99427936255978,V One Salon,40.714713401536464,-73.99759144308398,Salon / Barbershop
98,Chinatown,40.71561842231432,-73.99427936255978,Shanghai Café Deluxe,40.71733412016059,-73.9974851229737,Chinese Restaurant
99,Chinatown,40.71561842231432,-73.99427936255978,Boys Don't Cry,40.715396050707454,-73.99162308690639,Bar
100,Chinatown,40.71561842231432,-73.99427936255978,Joy's Flowers & Gifts,40.71560293093889,-73.9899371418026,Gift Shop
101,Chinatown,40.71561842231432,-73.99427936255978,Grand Nature,40.717561317370176,-73.9920106901587,Massage Studio
102,Chinatown,40.71561842231432,-73.99427936255978,Peachy's,40.71445204430717,-73.99799106067414,Cocktail Bar
103,Chinatown,40.71561842231432,-73.99427936255978,Yi Ji Shi Mo Noodle Corp,40.7182541242483,-73.99593030303214,Chinese Restaurant
104,Chinatown,40.71561842231432,-73.99427936255978,Vanessa's Dumpling House,40.718316255518644,-73.99188498001898,Dumpling Restaurant
105,Chinatown,40.71561842231432,-73.99427936255978,Hwa Yuan,40.713618266530226,-73.99597818966741,Chinese Restaurant
106,Chinatown,40.71561842231432,-73.99427936255978,Fay Da Bakery,40.71676493044495,-73.99787389276216,Bakery
107,Chinatown,40.71561842231432,-73.99427936255978,JaJaJa Plantas Mexicana,40.714197627245426,-73.9901568736444,Mexican Restaurant
108,Chinatown,40.71561842231432,-73.99427936255978,Mango Mango Dessert - Bayard St.,40.71551587230272,-73.99802376966318,Dessert Shop
109,Chinatown,40.71561842231432,-73.99427936255978,Pho Vietnam,40.7175304403123,-73.99412803138348,Vietnamese Restaurant
110,Chinatown,40.71561842231432,-73.99427936255978,Cafe Katja,40.71772249773717,-73.9904973426323,Austrian Restaurant
111,Chinatown,40.71561842231432,-73.99427936255978,H Optics,40.7177568898041,-73.99044147871669,Optical Shop
112,Chinatown,40.71561842231432,-73.99427936255978,Shu Jiao Fu Zhou Cuisine 潭頭王福州小吃 (Shu Jiao Fu Zhou Cuisine),40.718432,-73.991701,Dumpling Restaurant
113,Chinatown,40.71561842231432,-73.99427936255978,La Bella Ferrara,40.71744962394581,-73.99837323694786,Bakery
114,Chinatown,40.71561842231432,-73.99427936255978,Taiwan Pork Chop House 臺灣武昌好味道,40.71436751328666,-73.99786861896594,Taiwanese Restaurant
115,Chinatown,40.71561842231432,-73.99427936255978,Eye Solutions,40.7149274142558,-73.9987735799202,Optical Shop
116,Chinatown,40.71561842231432,-73.99427936255978,Big Wong King 大旺,40.71619620821637,-73.99830311536789,Chinese Restaurant
117,Chinatown,40.71561842231432,-73.99427936255978,Orchard Grocer,40.71784735323789,-73.99035763050085,Vegetarian / Vegan Restaurant
118,Chinatown,40.71561842231432,-73.99427936255978,House Special 甘來飯店,40.7178008638246,-73.99684623787122,Chinese Restaurant
119,Chinatown,40.71561842231432,-73.99427936255978,Clandestino,40.714639480844234,-73.99101333557718,Bar
120,Chinatown,40.71561842231432,-73.99427936255978,Cafe Grumpy,40.71506878269568,-73.98995222774947,Coffee Shop
121,Chinatown,40.71561842231432,-73.99427936255978,Nom Wah Tea Parlor,40.714512,-73.998235,Dim Sum Restaurant
122,Chinatown,40.71561842231432,-73.99427936255978,Deluxe Green Bo Restaurant,40.715544918133155,-73.99813747002635,Chinese Restaurant
123,Chinatown,40.71561842231432,-73.99427936255978,MooShoes NYC,40.71786084384097,-73.99037749508857,Shoe Store
124,Washington Heights,40.85190252555305,-73.93690027985234,Green Juice Cafe,40.85189793238417,-73.93482699423339,Café
125,Washington Heights,40.85190252555305,-73.93690027985234,The Uptown Garrison,40.85125539385438,-73.93947295544035,Restaurant
126,Washington Heights,40.85190252555305,-73.93690027985234,Le Chéile,40.85145903601843,-73.93998920917511,Café
127,Washington Heights,40.85190252555305,-73.93690027985234,Burger Heights,40.85026807331502,-73.93461812752481,Burger Joint
128,Washington Heights,40.85190252555305,-73.93690027985234,Saggio Restaurant,40.85142251681508,-73.93976122140884,Italian Restaurant
129,Washington Heights,40.85190252555305,-73.93690027985234,Qmart,40.85199915943576,-73.93491489398065,Market
130,Washington Heights,40.85190252555305,-73.93690027985234,Highest Natural Point In Manhattan,40.852843004488385,-73.93764973534918,Park
131,Washington Heights,40.85190252555305,-73.93690027985234,Tampopo Ramen,40.85069287922829,-73.93656823814172,Ramen Restaurant
132,Washington Heights,40.85190252555305,-73.93690027985234,Jin's Superette,40.85098865024419,-73.93851430188998,Deli / Bodega
133,Washington Heights,40.85190252555305,-73.93690027985234,Forever Coffee Bar,40.85043253392718,-73.93660674414312,Coffee Shop
134,Washington Heights,40.85190252555305,-73.93690027985234,Café Bark,40.851353,-73.939896,Pet Café
135,Washington Heights,40.85190252555305,-73.93690027985234,181st St Bakery & Deli,40.85101361568652,-73.93859158137181,Bakery
136,Washington Heights,40.85190252555305,-73.93690027985234,Hudson View Restaurant,40.850888432086236,-73.93823069541277,Breakfast Spot
137,Washington Heights,40.85190252555305,-73.93690027985234,The Pandering Pig,40.855226197706585,-73.93779261979789,American Restaurant
138,Washington Heights,40.85190252555305,-73.93690027985234,Vines on Pine,40.8552777479788,-73.93767127156606,Wine Shop
139,Washington Heights,40.85190252555305,-73.93690027985234,Cabrini Wines,40.85129218870419,-73.93971626183753,Wine Shop
140,Washington Heights,40.85190252555305,-73.93690027985234,Highbridge Park Pool,40.849110201463084,-73.93683928010928,Pool
141,Washington Heights,40.85190252555305,-73.93690027985234,Yo Sweets,40.85083131851628,-73.9378569165125,Frozen Yogurt Shop
142,Washington Heights,40.85190252555305,-73.93690027985234,Bennett Park,40.85296731395129,-73.93787361453009,Park
143,Washington Heights,40.85190252555305,-73.93690027985234,Altus Cafe,40.85227048549662,-73.93468709744222,Cocktail Bar
144,Washington Heights,40.85190252555305,-73.93690027985234,Fresco's Pizzeria,40.85520157236451,-73.93721648678681,Pizza Place
145,Washington Heights,40.85190252555305,-73.93690027985234,Chittenden Overlook,40.85502970536667,-73.93936157226562,Scenic Lookout
146,Washington Heights,40.85190252555305,-73.93690027985234,Las Tapas,40.85523384393846,-73.93728400575858,Tapas Restaurant
147,Washington Heights,40.85190252555305,-73.93690027985234,181 Cabrini,40.851251236650356,-73.94034289599841,New American Restaurant
148,Washington Heights,40.85190252555305,-73.93690027985234,Bennett Wines & Liquor,40.85045575462591,-73.93676854425944,Liquor Store
149,Washington Heights,40.85190252555305,-73.93690027985234,Buunni Coffee,40.85519403267616,-73.9377173781395,Café
150,Washington Heights,40.85190252555305,-73.93690027985234,La Casa del Mofongo,40.85026656753515,-73.93314532362541,Caribbean Restaurant
151,Washington Heights,40.85190252555305,-73.93690027985234,Fort Washington Bakery & Deli,40.85104558248512,-73.93864460474616,Bakery
152,Washington Heights,40.85190252555305,-73.93690027985234,181 Gourmet Deli,40.851095815370044,-73.93892661241044,Deli / Bodega
153,Washington Heights,40.85190252555305,-73.93690027985234,Kismat Indian Restaurant,40.855221723964846,-73.93696683600031,Indian Restaurant
154,Washington Heights,40.85190252555305,-73.93690027985234,The Vitamin Shoppe,40.8501171,-73.9351315,Supplement Shop
155,Washington Heights,40.85190252555305,-73.93690027985234,La Cabana Salvadorena,40.85433401375745,-73.9336768506694,Latin American Restaurant
156,Washington Heights,40.85190252555305,-73.93690027985234,Starbucks,40.85096145,-73.93833015,Coffee Shop
157,Washington Heights,40.85190252555305,-73.93690027985234,Poción,40.847628782562246,-73.93837984011846,Lounge
158,Washington Heights,40.85190252555305,-73.93690027985234,AT&T,40.84949305694621,-73.93456041812897,Mobile Phone Shop
159,Washington Heights,40.85190252555305,-73.93690027985234,Terravita,40.848059,-73.937645,New American Restaurant
160,Washington Heights,40.85190252555305,-73.93690027985234,Monkey Room,40.854976932654424,-73.93704592998373,Bar
161,Washington Heights,40.85190252555305,-73.93690027985234,Punto de Sabor Restaurant,40.85074,-73.93247,Spanish Restaurant
162,Washington Heights,40.85190252555305,-73.93690027985234,Frank's Market,40.85533405166097,-73.93716221785515,Grocery Store
163,Washington Heights,40.85190252555305,-73.93690027985234,Yang Garden,40.85530896752232,-73.93783226069496,Chinese Restaurant
164,Washington Heights,40.85190252555305,-73.93690027985234,Lucky 7 Tapas Bar,40.85044675560533,-73.93303027615121,Tapas Restaurant
165,Washington Heights,40.85190252555305,-73.93690027985234,Marisco Centro (Seafood Restaurant & Fish Market),40.85133231436476,-73.9318637321785,Seafood Restaurant
166,Washington Heights,40.85190252555305,-73.93690027985234,T-Mobile,40.85046159898994,-73.93528160613425,Mobile Phone Shop
167,Washington Heights,40.85190252555305,-73.93690027985234,Blink Fitness,40.848562,-73.936941,Gym
168,Washington Heights,40.85190252555305,-73.93690027985234,Dominican Square,40.852424033529694,-73.93488978196986,Plaza
169,Washington Heights,40.85190252555305,-73.93690027985234,Planet Fitness,40.84753584822694,-73.93793656267817,Gym / Fitness Center
170,Washington Heights,40.85190252555305,-73.93690027985234,Baskin-Robbins,40.85044405488296,-73.9373276411219,Ice Cream Shop
171,Washington Heights,40.85190252555305,-73.93690027985234,Spoiled Brats,40.85137620658814,-73.93528463692203,Pet Store
172,Washington Heights,40.85190252555305,-73.93690027985234,Claire's,40.849839,-73.93551500000001,Accessories Store
173,Washington Heights,40.85190252555305,-73.93690027985234,Mambi Steak House Bar & Grill,40.84761525167604,-73.93814343707571,Spanish Restaurant
174,Washington Heights,40.85190252555305,-73.93690027985234,Refried Beans Mexican Restaurant,40.85503858399724,-73.93703107149052,Mexican Restaurant
175,Washington Heights,40.85190252555305,-73.93690027985234,Moscow on the Hudson,40.850958871640614,-73.93864544774256,Grocery Store
176,Washington Heights,40.85190252555305,-73.93690027985234,GNC,40.84952,-73.934875,Supplement Shop
177,Washington Heights,40.85190252555305,-73.93690027985234,No. 1 Chinese Restaurant,40.85123671099152,-73.93960586750859,Chinese Restaurant
178,Washington Heights,40.85190252555305,-73.93690027985234,Sushi Yu II,40.8512546772285,-73.93965198989514,Sushi Restaurant
179,Washington Heights,40.85190252555305,-73.93690027985234,Kazza Wine Bar,40.84769385813797,-73.93862109202698,Wine Bar
180,Washington Heights,40.85190252555305,-73.93690027985234,Golden Star,40.84972502907437,-73.93625936786627,Chinese Restaurant
181,Washington Heights,40.85190252555305,-73.93690027985234,El Guanaco Restaurant Pupuseria,40.848216,-73.938164,Latin American Restaurant
182,Washington Heights,40.85190252555305,-73.93690027985234,Hertz,40.852022,-73.934332,Rental Car Location
183,Washington Heights,40.85190252555305,-73.93690027985234,Tu Cachapa,40.848210455280594,-73.93774273133336,Arepa Restaurant
184,Washington Heights,40.85190252555305,-73.93690027985234,Vicky's Diner,40.85519031985391,-73.93716531922621,Diner
185,Washington Heights,40.85190252555305,-73.93690027985234,Pick and Eat,40.84755809230442,-73.93821158547597,Café
186,Washington Heights,40.85190252555305,-73.93690027985234,Gap Factory Store,40.848928968984765,-73.9385909402616,Clothing Store
187,Washington Heights,40.85190252555305,-73.93690027985234,El Panadero Bakery,40.847986735591036,-73.93477616565791,Bakery
188,Washington Heights,40.85190252555305,-73.93690027985234,SUBWAY,40.85189871696899,-73.9317865617478,Sandwich Place
189,Washington Heights,40.85190252555305,-73.93690027985234,GameStop,40.84857,-73.934384,Video Game Store
190,Washington Heights,40.85190252555305,-73.93690027985234,Floridita Broadway Bakery,40.84778119590665,-73.93785127878681,Bakery
191,Washington Heights,40.85190252555305,-73.93690027985234,Capital One Bank,40.8495563,-73.9349611,Bank
192,Washington Heights,40.85190252555305,-73.93690027985234,181st Street & St. Nicholas Avenue,40.84931972393604,-73.93374534151803,Rest Area
193,Washington Heights,40.85190252555305,-73.93690027985234,The Children's Place,40.84934587531209,-73.93399132525082,Kids Store
194,Washington Heights,40.85190252555305,-73.93690027985234,New York & Company,40.850204941289384,-73.93574962214448,Women's Store
195,Washington Heights,40.85190252555305,-73.93690027985234,Scoop Cafe,40.849988223249156,-73.93539645226812,Café
196,Washington Heights,40.85190252555305,-73.93690027985234,The UPS Store,40.84896959757678,-73.93252730369568,Shipping Store
197,Washington Heights,40.85190252555305,-73.93690027985234,Foot Locker,40.849915,-73.93448199999999,Shoe Store
198,Washington Heights,40.85190252555305,-73.93690027985234,T-Mobile,40.84862,-73.934518,Mobile Phone Shop
199,Washington Heights,40.85190252555305,-73.93690027985234,Staples,40.852235,-73.9344186,Paper / Office Supplies Store
200,Washington Heights,40.85190252555305,-73.93690027985234,Modell's Sporting Goods,40.84939695101756,-73.93440607442066,Sporting Goods Shop
201,Washington Heights,40.85190252555305,-73.93690027985234,Mi Ranchito,40.850940043830036,-73.93270136537873,Mexican Restaurant
202,Washington Heights,40.85190252555305,-73.93690027985234,Dunkin',40.85358361444566,-73.93446379847944,Donut Shop
203,Washington Heights,40.85190252555305,-73.93690027985234,Bravo Supermarkets,40.850675,-73.9359077,Grocery Store
204,Washington Heights,40.85190252555305,-73.93690027985234,alex steak house,40.8521113835797,-73.93494020270487,Spanish Restaurant
205,Washington Heights,40.85190252555305,-73.93690027985234,Key Food,40.85387285643355,-73.93387824458537,Supermarket
206,Washington Heights,40.85190252555305,-73.93690027985234,Lucille Roberts,40.848487133551245,-73.93463619433982,Gym
207,Washington Heights,40.85190252555305,-73.93690027985234,Papi's Pizzeria,40.8494456480372,-73.93349931292883,Pizza Place
208,Washington Heights,40.85190252555305,-73.93690027985234,Dunkin',40.848971559412725,-73.93354349109637,Donut Shop
209,Washington Heights,40.85190252555305,-73.93690027985234,Fitz Grocery,40.854796671938324,-73.93332709431095,Grocery Store
210,Inwood,40.86768396449915,-73.92121042203897,Inwood Farmers Market,40.8690623647046,-73.92055952849027,Farmers Market
211,Inwood,40.86768396449915,-73.92121042203897,PJ Wine,40.86725069863996,-73.92234862213004,Wine Shop
212,Inwood,40.86768396449915,-73.92121042203897,ChocNYC,40.86839571994423,-73.91874220036571,Bakery
213,Inwood,40.86768396449915,-73.92121042203897,Guadalupe Bar and Grill,40.86733441190966,-73.92086276373738,Mexican Restaurant
214,Inwood,40.86768396449915,-73.92121042203897,Inwood Local,40.868032079412906,-73.92058148137625,Wine Bar
215,Inwood,40.86768396449915,-73.92121042203897,Inwood Gourmet,40.86859393673214,-73.92136081974698,Deli / Bodega
216,Inwood,40.86768396449915,-73.92121042203897,Bocaditos Bistro,40.867118,-73.923829,Bistro
217,Inwood,40.86768396449915,-73.92121042203897,Furry Fiends,40.8682535048151,-73.92155219714417,Pet Store
218,Inwood,40.86768396449915,-73.92121042203897,Isham Park,40.86964681199003,-73.91921038865577,Park
219,Inwood,40.86768396449915,-73.92121042203897,G's Coffee Shop,40.86841792395646,-73.92174351734803,Diner
220,Inwood,40.86768396449915,-73.92121042203897,fantastic lounge,40.866296999999996,-73.919626,Latin American Restaurant
221,Inwood,40.86768396449915,-73.92121042203897,Garden Cafe,40.868050488858266,-73.92047699521964,Café
222,Inwood,40.86768396449915,-73.92121042203897,Bread and Yoga,40.8682294804136,-73.91802773071818,Yoga Studio
223,Inwood,40.86768396449915,-73.92121042203897,Inwood Hill Park,40.870857526105226,-73.92012895296453,Park
224,Inwood,40.86768396449915,-73.92121042203897,Go Greenly,40.86682225266927,-73.92368490409885,Frozen Yogurt Shop
225,Inwood,40.86768396449915,-73.92121042203897,Dichter Pharmacy,40.867986761299925,-73.9207270084213,Pharmacy
226,Inwood,40.86768396449915,-73.92121042203897,Inwood Animal Clinic,40.866524372266475,-73.92459057127897,Veterinarian
227,Inwood,40.86768396449915,-73.92121042203897,The Tubby Hook,40.86781567865924,-73.92073897853041,American Restaurant
228,Inwood,40.86768396449915,-73.92121042203897,Anchor Heights,40.86680693822919,-73.92050256697367,Wine Bar
229,Inwood,40.86768396449915,-73.92121042203897,Inwood Bar and Grill,40.86704379362675,-73.92257045428569,Restaurant
230,Inwood,40.86768396449915,-73.92121042203897,Bizcocho De Colores,40.866035195034456,-73.91939635323097,Bakery
231,Inwood,40.86768396449915,-73.92121042203897,Fidel's Gourmet Deli,40.86756287985037,-73.92438592402836,Deli / Bodega
232,Inwood,40.86768396449915,-73.92121042203897,La Reina Del Chicharron,40.866356651741405,-73.92501189872718,Spanish Restaurant
233,Inwood,40.86768396449915,-73.92121042203897,Cafe De Broadway,40.868299986514465,-73.91892779692039,Café
234,Inwood,40.86768396449915,-73.92121042203897,Made in Mexico,40.86727537546098,-73.91708993197774,Mexican Restaurant
235,Inwood,40.86768396449915,-73.92121042203897,Guacamole,40.869659000000006,-73.916736,Mexican Restaurant
